Azerbaijan Mobile Azerfon,99477,0.2804
Azerbaijan Mobile Bakcell,99455,0.2639
Azerbaijan Mobile Catel,99440,0.2584
Azerbaijan Mobile Nakchivan,99460,0.2561
Bahamas,1242,0.1001
Bahamas Mobile,124242,0.1001
Bahamas Mobile,124244,0.1001
Bahamas Mobile,124245,0.1001
Bahamas Mobile,124246,0.1001
Bahamas Mobile,124247,0.1001
Bahamas Mobile,124255,0.1001
Bahamas Mobile,1242357,0.1001
Bahamas Mobile,1242359,0.1001
Bahamas Mobile,1242375,0.1001
Bahamas Mobile,1242376,0.1001
Bahamas Mobile,1242395,0.1001
Bahamas Mobile,1242431,0.1001
Bahamas Mobile,1242432,0.1001
Bahamas Mobile,1242433,0.1001
Bahamas Mobile,1242434,0.1001
Bahamas Mobile,1242436,0.1001
Bahamas Mobile,1242439,0.1001
Bahamas Mobile,1242481,0.1001
Bahamas Mobile,1242524,0.1001
Bahamas Mobile,1242525,0.1001
Bahamas Mobile,1242533,0.1001
Bahamas Mobile,1242535,0.1001
Bahamas Mobile,1242544,0.1001
Bahamas Mobile,1242565,0.1001
Bahamas Mobile,1242577,0.1001
Bahamas Mobile,1242636,0.1001
Bahamas Mobile,1242646,0.1001
Bahamas Mobile,1242727,0.1001
Bahrain,973,0.0595
Bahrain Mobile,97331,0.0595
Bahrain Mobile,97339,0.0595
Bahrain Mobile,973322,0.0595
Bahrain Mobile,973383,0.0595
Bahrain Mobile,973384,0.0595
Bahrain Mobile,973388,0.0595
Bahrain Mobile MTC Vodafone,97336,0.058
Bahrain Mobile MTC Vodafone,973377,0.058
Bahrain Mobile MTC Vodafone,973666,0.058
Bahrain Mobile MTC Vodafone,9736630,0.058
Bahrain Mobile MTC Vodafone,9736633,0.058
Bahrain Mobile MTC Vodafone,9736634,0.058
Bahrain Mobile MTC Vodafone,9736635,0.058
Bahrain Mobile MTC Vodafone,9736636,0.058
Bahrain Mobile MTC Vodafone,9736637,0.058
Bahrain Mobile MTC Vodafone,9736638,0.058
Bahrain Mobile MTC Vodafone,9736639,0.058
Bahrain Mobile STC,97333,0.0595
Bahrain Mobile STC,973340,0.0595
Bahrain Mobile STC,973341,0.0595
Bahrain Mobile STC,973343,0.0595
Bahrain Mobile STC,973344,0.0595
Bahrain Mobile STC,973345,0.0595
Bahrain Wimax MENA,97377,0.0489
Bangladesh,880,0.0122
Bangladesh Chittagong,88031,0.0122
Bangladesh Dhaka,8802,0.0122
Bangladesh Mobile,8801,0.0122
Bangladesh Mobile Grameen,88017,0.0122
Bangladesh Mobile TM,88018,0.0122
Bangladesh Sylhet,880821,0.0122
Barbados,1246,0.1779
Barbados Mobile,124623,0.1882
Barbados Mobile,124624,0.1882
Barbados Mobile,124645,0.1882
Barbados Mobile,124652,0.1882
Barbados Mobile,1246250,0.1882
Barbados Mobile,1246251,0.1882
Barbados Mobile,1246252,0.1882
Barbados Mobile,1246253,0.1882
Barbados Mobile,1246254,0.1882
Barbados Mobile,1246255,0.1882
Barbados Mobile,1246446,0.1882
Barbados Mobile,1246447,0.1882
Barbados Mobile,1246448,0.1882
Barbados Mobile,1246449,0.1882
Barbados Mobile Digicel,124626,0.1779
Barbados Mobile Digicel,124682,0.1779
Barbados Mobile Digicel,124683,0.1779
Barbados Mobile Digicel,1246256,0.1779
Barbados Mobile Digicel,1246257,0.1779
Barbados Mobile Digicel,1246258,0.1779
Barbados Mobile Digicel,1246259,0.1779
Barbados Mobile Digicel,1246530,0.1779
Barbados Mobile Digicel,1246531,0.1779
Barbados Mobile Digicel,1246532,0.1779
Barbados Mobile Digicel,1246533,0.1779
Barbados Mobile Digicel,1246534,0.1779
Belarus,375,0.2613
Belarus Minsk,375172,0.2785
Belarus Minsk,375173,0.2785
Belarus Minsk,375175,0.2785
Belarus Mobile ,37525,0.2785
Belarus Mobile ,37529,0.2785
Belarus Mobile ,37544,0.2785
Belarus Mobile MTS,37533,0.2785
Belarus Mobile MTS,375292,0.2785
Belarus Mobile MTS,375295,0.2785
Belarus Mobile MTS,375297,0.2785
Belarus Mobile MTS,375298,0.2785
Belarus mobile MTS ITS,3753334,0.2785
Belarus mobile MTS ITS,3753335,0.2785
Belarus OLO ,375777,0.2613
Belarus OLO ,375860,0.2613
Belarus Special services ,375602,0.2785
Belgium,32,0.3057
Belgium Mobile Base,3248,0.0189
Belgium Mobile Mobistar,3249,0.0168
Belgium Mobile Proximus,3247,0.0158
Belgium Mobile Proximus,32460,0.0158
Belgium Mobile Telenet,324681,0.0204
Belgium Mobile Telenet,324682,0.0204
Belgium Mobile Telenet,324683,0.0204
Belgium Personal Number,324630,0.3057
Belgium PRS,32702,0.0386
Belgium PRS,32703,0.0386
Belgium PRS,32704,0.0386
Belgium PRS,32706,0.0386
Belgium PRS,32707,0.0386
Belize,501,0.1736
Belize Mobile,5016,0.1758
Benin,229,0.1767
Benin Mobile,2299,0.1767
Benin Mobile Bell Benin,22992,0.1767
Benin Mobile Bell Benin,22993,0.1767
Benin Mobile Glomobul,22968,0.1767
Benin Mobile Glomobul,22998,0.1767
Benin Mobile Glomobul,22999,0.1767
Benin Mobile Libercom,22990,0.1658
Benin Mobile Spacetel,22961,0.1699
Benin Mobile Spacetel,22962,0.1699
Benin Mobile Spacetel,22966,0.1699
Benin Mobile Spacetel,22967,0.1699
Benin Mobile Spacetel,22996,0.1699
Benin Mobile Spacetel,22997,0.1699
Benin Mobile Telecel,22964,0.1762
Benin Mobile Telecel,22965,0.1762
Benin Mobile Telecel,22994,0.1762
Benin Mobile Telecel,22995,0.1762
Bermuda,1441,0.0306
BH,387,0.244
BH Mobile BIH,38761,0.1896
BH Mobile BIH,38762,0.1896
BH Mobile BIH,3876031,0.1896
BH Mobile Eronet,38763,0.244
BH Mobile Eronet,38764,0.244
BH Mobile SRPSKE,38765,0.244
BH Mobile SRPSKE,38766,0.244
BH Mobile SRPSKE,38767,0.244
Bhutan,975,0.0714
Bolivia,591,0.1693
Bolivia Cochabamba,59144,0.1693
Bolivia La Paz,59122,0.1693
Bolivia Mobile,5916,0.1468
Bolivia Mobile,5917,0.1468
Bolivia Mobile Entel,59167,0.1428
Bolivia Mobile Entel,59168,0.1428
Bolivia Mobile Entel,59171,0.1428
Bolivia Mobile Entel,59172,0.1428
Bolivia Mobile Entel,59173,0.1428
Bolivia Mobile Entel,59174,0.1428
Bolivia Mobile Nuevatel,59160,0.1496
Bolivia Mobile Nuevatel,59161,0.1496
Bolivia Mobile Nuevatel,59165,0.1496
Bolivia Mobile Nuevatel,59170,0.1496
Bolivia Mobile Nuevatel,59179,0.1496
Bolivia Mobile Telecel,59169,0.1496
Bolivia Mobile Telecel,59175,0.1496
Bolivia Mobile Telecel,59176,0.1496
Bolivia Mobile Telecel,59177,0.1496
Bolivia Mobile Telecel,59178,0.1496
Bolivia Oruro,591252,0.1693
Bolivia Potosi,591262,0.1693
Bolivia Santa Cruz,59133,0.172
Bolivia Santa Cruz,59139,0.172
Bolivia Santa Cruz,591363,0.172
Bolivia Sucre,591464,0.1693
Bolivia Tarija,591466,0.1693
Bolivia Trinidad,591334,0.0703
Botswana,267,0.1978
Botswana Mobile,26772,0.1978
Botswana Mobile,26773,0.1978
Botswana Mobile,267743,0.1978
Botswana Mobile,267744,0.1978
Botswana Mobile,267748,0.1978
Botswana Mobile,267750,0.1978
Botswana Mobile,267751,0.1978
Botswana Mobile,267752,0.1978
Botswana Mobile,267753,0.1978
Botswana Mobile,267757,0.1978
Botswana Mobile,267763,0.1978
Botswana Mobile,267764,0.1978
Botswana Mobile,267765,0.1978
Botswana Mobile,267769,0.1978
Botswana Mobile,2677920,0.1978
Botswana Mobile MTN,26771,0.1978
Botswana Mobile MTN,267740,0.1978
Botswana Mobile MTN,267741,0.1978
Botswana Mobile MTN,267742,0.1978
Botswana Mobile MTN,267745,0.1978
Botswana Mobile MTN,267746,0.1978
Botswana Mobile MTN,267747,0.1978
Botswana Mobile MTN,267754,0.1978
Botswana Mobile MTN,267755,0.1978
Botswana Mobile MTN,267756,0.1978
Botswana Mobile MTN,267759,0.1978
Botswana Mobile MTN,267760,0.1978
Botswana Mobile MTN,267761,0.1978
Botswana Mobile MTN,267762,0.1978
Botswana Mobile MTN,267766,0.1978
Botswana Mobile MTN,267767,0.1978
Brazil,55,0.0867
Brazil Belo Horizonte,5531,0.0081
Brazil Mobile,55116,0.0867
Brazil Mobile,55117,0.0867
Brazil Mobile,55118,0.0867
Brazil Mobile,55119,0.0867
Brazil Mobile,55126,0.0867
Brazil Mobile,55127,0.0867
Brazil Mobile,55128,0.0867
Brazil Mobile,55129,0.0867
Brazil Mobile,55136,0.0867
Brazil Mobile,55137,0.0867
Brazil Mobile,55138,0.0867
Brazil Mobile,55139,0.0867
Brazil Mobile,55146,0.0867
Brazil Mobile,55147,0.0867
Brazil Mobile,55148,0.0867
Brazil Mobile,55149,0.0867
Brazil Mobile,55156,0.0867
Brazil Mobile,55157,0.0867
Brazil Mobile,55158,0.0867
Brazil Mobile,55159,0.0867
Brazil Mobile,55166,0.0867
Brazil Mobile,55167,0.0867
Brazil Mobile,55168,0.0867
Brazil Mobile,55169,0.0867
Brazil Mobile,55176,0.0867
Brazil Mobile,55177,0.0867
Brazil Mobile,55178,0.0867
Brazil Mobile,55179,0.0867
Brazil Mobile,55186,0.0867
Brazil Mobile,55187,0.0867
Brazil Mobile,55188,0.0867
Brazil Mobile,55189,0.0867
Brazil Mobile,55196,0.0867
Brazil Mobile,55197,0.0867
Brazil Mobile,55198,0.0867
Brazil Mobile,55199,0.0867
Brazil Mobile,55216,0.0867
Brazil Mobile,55217,0.0867
Brazil Mobile,55218,0.0867
Brazil Mobile,55219,0.0867
Brazil Mobile,55226,0.0867
Brazil Mobile,55227,0.0867
Brazil Mobile,55228,0.0867
Brazil Mobile,55229,0.0867
Brazil Mobile,55246,0.0867
Brazil Mobile,55247,0.0867
Brazil Mobile,55248,0.0867
Brazil Mobile,55249,0.0867
Brazil Mobile,55276,0.0867
Brazil Mobile,55277,0.0867
Brazil Mobile,55278,0.0867
Brazil Mobile,55279,0.0867
Brazil Mobile,55286,0.0867
Brazil Mobile,55287,0.0867
Brazil Mobile,55288,0.0867
Brazil Mobile,55289,0.0867
Brazil Mobile,55316,0.0867
Brazil Mobile,55317,0.0867
Brazil Mobile,55318,0.0867
Brazil Mobile,55319,0.0867
Brazil Mobile,55326,0.0867
Brazil Mobile,55327,0.0867
Brazil Mobile,55328,0.0867
Brazil Mobile,55329,0.0867
Brazil Mobile,55336,0.0867
Brazil Mobile,55337,0.0867
Brazil Mobile,55338,0.0867
Brazil Mobile,55339,0.0867
Brazil Mobile,55346,0.0867
Brazil Mobile,55347,0.0867
Brazil Mobile,55348,0.0867
Brazil Mobile,55349,0.0867
Brazil Mobile,55356,0.0867
Brazil Mobile,55357,0.0867
Brazil Mobile,55358,0.0867
Brazil Mobile,55359,0.0867
Brazil Mobile,55376,0.0867
Brazil Mobile,55377,0.0867
Brazil Mobile,55378,0.0867
Brazil Mobile,55379,0.0867
Brazil Mobile,55386,0.0867
Brazil Mobile,55387,0.0867
Brazil Mobile,55388,0.0867
Brazil Mobile,55389,0.0867
Brazil Mobile,55416,0.0867
Brazil Mobile,55417,0.0867
Brazil Mobile,55418,0.0867
Brazil Mobile,55419,0.0867
Brazil Mobile,55426,0.0867
Brazil Mobile,55427,0.0867
Brazil Mobile,55428,0.0867
Brazil Mobile,55429,0.0867
Brazil Mobile,55436,0.0867
Brazil Mobile,55437,0.0867
Brazil Mobile,55438,0.0867
Brazil Mobile,55439,0.0867
Brazil Mobile,55446,0.0867
Brazil Mobile,55447,0.0867
Brazil Mobile,55448,0.0867
Brazil Mobile,55449,0.0867
Brazil Mobile,55456,0.0867
Brazil Mobile,55457,0.0867
Brazil Mobile,55458,0.0867
Brazil Mobile,55459,0.0867
Brazil Mobile,55466,0.0867
Brazil Mobile,55467,0.0867
Brazil Mobile,55468,0.0867
Brazil Mobile,55469,0.0867
Brazil Mobile,55476,0.0867
Brazil Mobile,55477,0.0867
Brazil Mobile,55478,0.0867
Brazil Mobile,55479,0.0867
Brazil Mobile,55486,0.0867
Brazil Mobile,55487,0.0867
Brazil Mobile,55488,0.0867
Brazil Mobile,55489,0.0867
Brazil Mobile,55496,0.0867
Brazil Mobile,55497,0.0867
Brazil Mobile,55498,0.0867
Brazil Mobile,55499,0.0867
Brazil Mobile,55516,0.0867
Brazil Mobile,55517,0.0867
Brazil Mobile,55518,0.0867
Brazil Mobile,55519,0.0867
Brazil Mobile,55536,0.0867
Brazil Mobile,55537,0.0867
Brazil Mobile,55538,0.0867
Brazil Mobile,55539,0.0867
Brazil Mobile,55546,0.0867
Brazil Mobile,55547,0.0867
Brazil Mobile,55548,0.0867
Brazil Mobile,55549,0.0867
Brazil Mobile,55556,0.0867
Brazil Mobile,55557,0.0867
Brazil Mobile,55558,0.0867
Brazil Mobile,55559,0.0867
Brazil Mobile,55616,0.0867
Brazil Mobile,55617,0.0867
Brazil Mobile,55618,0.0867
Brazil Mobile,55619,0.0867
Brazil Mobile,55626,0.0867
Brazil Mobile,55627,0.0867
Brazil Mobile,55628,0.0867
Brazil Mobile,55629,0.0867
Brazil Mobile,55636,0.0867
Brazil Mobile,55637,0.0867
Brazil Mobile,55638,0.0867
Brazil Mobile,55639,0.0867
Brazil Mobile,55646,0.0867
Brazil Mobile,55647,0.0867
Brazil Mobile,55648,0.0867
Brazil Mobile,55649,0.0867
Brazil Mobile,55656,0.0867
Brazil Mobile,55657,0.0867
Brazil Mobile,55658,0.0867
Brazil Mobile,55659,0.0867
Brazil Mobile,55666,0.0867
Brazil Mobile,55667,0.0867
Brazil Mobile,55668,0.0867
Brazil Mobile,55669,0.0867
Brazil Mobile,55676,0.0867
Brazil Mobile,55677,0.0867
Brazil Mobile,55678,0.0867
Brazil Mobile,55679,0.0867
Brazil Mobile,55686,0.0867
Brazil Mobile,55687,0.0867
Brazil Mobile,55688,0.0867
Brazil Mobile,55689,0.0867
Brazil Mobile,55696,0.0867
Brazil Mobile,55697,0.0867
Brazil Mobile,55698,0.0867
Brazil Mobile,55699,0.0867
Brazil Mobile,55716,0.0867
Brazil Mobile,55717,0.0867
Brazil Mobile,55718,0.0867
Brazil Mobile,55719,0.0867
Brazil Mobile,55736,0.0867
Brazil Mobile,55737,0.0867
Brazil Mobile,55738,0.0867
Brazil Mobile,55739,0.0867
Brazil Mobile,55746,0.0867
Brazil Mobile,55747,0.0867
Brazil Mobile,55748,0.0867
Brazil Mobile,55749,0.0867
Brazil Mobile,55756,0.0867
Brazil Mobile,55757,0.0867
Brazil Mobile,55758,0.0867
Brazil Mobile,55759,0.0867
Brazil Mobile,55776,0.0867
Brazil Mobile,55777,0.0867
Brazil Mobile,55778,0.0867
Brazil Mobile,55779,0.0867
Brazil Mobile,55796,0.0867
Brazil Mobile,55797,0.0867
Brazil Mobile,55798,0.0867
Brazil Mobile,55799,0.0867
Brazil Mobile,55816,0.0867
Brazil Mobile,55817,0.0867
Brazil Mobile,55818,0.0867
Brazil Mobile,55819,0.0867
Brazil Mobile,55826,0.0867
Brazil Mobile,55827,0.0867
Brazil Mobile,55828,0.0867
Brazil Mobile,55829,0.0867
Brazil Mobile,55836,0.0867
Brazil Mobile,55837,0.0867
Brazil Mobile,55838,0.0867
Brazil Mobile,55839,0.0867
Brazil Mobile,55846,0.0867
Brazil Mobile,55847,0.0867
Brazil Mobile,55848,0.0867
Brazil Mobile,55849,0.0867
Brazil Mobile,55856,0.0867
Brazil Mobile,55857,0.0867
Brazil Mobile,55858,0.0867
Brazil Mobile,55859,0.0867
Brazil Mobile,55866,0.0867
Brazil Mobile,55867,0.0867
Brazil Mobile,55868,0.0867
Brazil Mobile,55869,0.0867
Brazil Mobile,55876,0.0867
Brazil Mobile,55877,0.0867
Brazil Mobile,55878,0.0867
Brazil Mobile,55879,0.0867
Brazil Mobile,55886,0.0867
Brazil Mobile,55887,0.0867
Brazil Mobile,55888,0.0867
Brazil Mobile,55889,0.0867
Brazil Mobile,55896,0.0867
Brazil Mobile,55897,0.0867
Brazil Mobile,55898,0.0867
Brazil Mobile,55899,0.0867
Brazil Mobile,55916,0.0867
Brazil Mobile,55917,0.0867
Brazil Mobile,55918,0.0867
Brazil Mobile,55919,0.0867
Brazil Mobile,55926,0.0867
Brazil Mobile,55927,0.0867
Brazil Mobile,55928,0.0867
Brazil Mobile,55929,0.0867
Brazil Mobile,55936,0.0867
Brazil Mobile,55937,0.0867
Brazil Mobile,55938,0.0867
Brazil Mobile,55939,0.0867
Brazil Mobile,55946,0.0867
Brazil Mobile,55947,0.0867
Brazil Mobile,55948,0.0867
Brazil Mobile,55949,0.0867
Brazil Mobile,55956,0.0867
Brazil Mobile,55957,0.0867
Brazil Mobile,55958,0.0867
Brazil Mobile,55959,0.0867
Brazil Mobile,55966,0.0867
Brazil Mobile,55967,0.0867
Brazil Mobile,55968,0.0867
Brazil Mobile,55969,0.0867
Brazil Mobile,55976,0.0867
Brazil Mobile,55977,0.0867
Brazil Mobile,55978,0.0867
Brazil Mobile,55979,0.0867
Brazil Mobile,55986,0.0867
Brazil Mobile,55987,0.0867
Brazil Mobile,55988,0.0867
Brazil Mobile,55989,0.0867
Brazil Mobile,55996,0.0867
Brazil Mobile,55997,0.0867
Brazil Mobile,55998,0.0867
Brazil Mobile,55999,0.0867
Brazil Mobile,551153,0.0867
Brazil Mobile,551154,0.0867
Brazil Mobile,551157,0.0867
Brazil Mobile TIM,551181,0.0867
Brazil Mobile TIM,551182,0.0867
Brazil Mobile TIM,551183,0.0867
Brazil Mobile TIM,551184,0.0867
Brazil Mobile TIM,551185,0.0867
Brazil Mobile TIM,551186,0.0867
Brazil Mobile TIM,551187,0.0867
Brazil Mobile TIM,551281,0.0867
Brazil Mobile TIM,551381,0.0867
Brazil Mobile TIM,551481,0.0867
Brazil Mobile TIM,551581,0.0867
Brazil Mobile TIM,551681,0.0867
Brazil Mobile TIM,551781,0.0867
Brazil Mobile TIM,551881,0.0867
Brazil Mobile TIM,551981,0.0867
Brazil Mobile TIM,551982,0.0867
Brazil Mobile TIM,552179,0.0867
Brazil Mobile TIM,552180,0.0867
Brazil Mobile TIM,552181,0.0867
Brazil Mobile TIM,552182,0.0867
Brazil Mobile TIM,552183,0.0867
Brazil Mobile TIM,552281,0.0867
Brazil Mobile TIM,552481,0.0867
Brazil Mobile TIM,552781,0.0867
Brazil Mobile TIM,552881,0.0867
Brazil Mobile TIM,553191,0.0867
Brazil Mobile TIM,553192,0.0867
Brazil Mobile TIM,553193,0.0867
Brazil Mobile TIM,553194,0.0867
Brazil Mobile TIM,553291,0.0867
Brazil Mobile TIM,553391,0.0867
Brazil Mobile TIM,553491,0.0867
Brazil Mobile TIM,553492,0.0867
Brazil Mobile TIM,553591,0.0867
Brazil Mobile TIM,553592,0.0867
Brazil Mobile TIM,553791,0.0867
Brazil Mobile TIM,553891,0.0867
Brazil Mobile TIM,553892,0.0867
Brazil Mobile TIM,554196,0.0867
Brazil Mobile TIM,554198,0.0867
Brazil Mobile TIM,554199,0.0867
Brazil Mobile TIM,554299,0.0867
Brazil Mobile TIM,554381,0.0867
Brazil Mobile TIM,554396,0.0867
Brazil Mobile TIM,554496,0.0867
Brazil Mobile TIM,554498,0.0867
Brazil Mobile TIM,554499,0.0867
Brazil Mobile TIM,554599,0.0867
Brazil Mobile TIM,554699,0.0867
Brazil Mobile TIM,554796,0.0867
Brazil Mobile TIM,554799,0.0867
Brazil Mobile TIM,554896,0.0867
Brazil Mobile TIM,554899,0.0867
Brazil Mobile TIM,554999,0.0867
Brazil Mobile TIM,555181,0.0867
Brazil Mobile TIM,555182,0.0867
Brazil Mobile TIM,555381,0.0867
Brazil Mobile TIM,555481,0.0867
Brazil Mobile TIM,555581,0.0867
Brazil Mobile TIM,556181,0.0867
Brazil Mobile TIM,556182,0.0867
Brazil Mobile TIM,556183,0.0867
Brazil Mobile TIM,556281,0.0867
Brazil Mobile TIM,556282,0.0867
Brazil Mobile TIM,556381,0.0867
Brazil Mobile TIM,556481,0.0867
Brazil Mobile TIM,556581,0.0867
Brazil Mobile TIM,556681,0.0867
Brazil Mobile TIM,556781,0.0867
Brazil Mobile TIM,556881,0.0867
Brazil Mobile TIM,556981,0.0867
Brazil Mobile TIM,557191,0.0867
Brazil Mobile TIM,557192,0.0867
Brazil Mobile TIM,557193,0.0867
Brazil Mobile TIM,557391,0.0867
Brazil Mobile TIM,557491,0.0867
Brazil Mobile TIM,557591,0.0867
Brazil Mobile TIM,557592,0.0867
Brazil Mobile TIM,557791,0.0867
Brazil Mobile TIM,557991,0.0867
Brazil Mobile TIM,558196,0.0867
Brazil Mobile TIM,558197,0.0867
Brazil Mobile TIM,558198,0.0867
Brazil Mobile TIM,558199,0.0867
Brazil Mobile TIM,558296,0.0867
Brazil Mobile TIM,558299,0.0867
Brazil Mobile TIM,558396,0.0867
Brazil Mobile TIM,558399,0.0867
Brazil Mobile TIM,558496,0.0867
Brazil Mobile TIM,558499,0.0867
Brazil Mobile TIM,558596,0.0867
Brazil Mobile TIM,558597,0.0867
Brazil Mobile TIM,558599,0.0867
Brazil Mobile TIM,558698,0.0867
Brazil Mobile TIM,558699,0.0867
Brazil Mobile TIM,558796,0.0867
Brazil Mobile TIM,558799,0.0867
Brazil Mobile TIM,558896,0.0867
Brazil Mobile TIM,558897,0.0867
Brazil Mobile TIM,558899,0.0867
Brazil Mobile TIM,558999,0.0867
Brazil Mobile TIM,559180,0.0867
Brazil Mobile TIM,559181,0.0867
Brazil Mobile TIM,559182,0.0867
Brazil Mobile TIM,559183,0.0867
Brazil Mobile TIM,559281,0.0867
Brazil Mobile TIM,559282,0.0867
Brazil Mobile TIM,559381,0.0867
Brazil Mobile TIM,559481,0.0867
Brazil Mobile TIM,559581,0.0867
Brazil Mobile TIM,559681,0.0867
Brazil Mobile TIM,559781,0.0867
Brazil Mobile TIM,559881,0.0867
Brazil Mobile TIM,559882,0.0867
Brazil Mobile TIM,559981,0.0867
Brazil Mobile TIM,5511547,0.0867
Brazil Mobile TIM,5511548,0.0867
Brazil Mobile TIM,5511549,0.0867
Brazil Mobile TIM,5511578,0.0867
Brazil Mobile TIM,5511579,0.0867
Brazil Mobile TIM,5511606,0.0867
Brazil Mobile TIM,5511607,0.0867
Brazil Mobile TIM,5511634,0.0867
Brazil Mobile TIM,5511635,0.0867
Brazil Mobile TIM,5511636,0.0867
Brazil Mobile TIM,5511642,0.0867
Brazil Mobile TIM,5511643,0.0867
Brazil Mobile TIM,5511644,0.0867
Brazil Mobile TIM,5511645,0.0867
Brazil Mobile TIM,5511646,0.0867
Brazil Mobile TIM,5511683,0.0867
Brazil Mobile TIM,5511701,0.0867
Brazil Mobile TIM,5511702,0.0867
Brazil Mobile TIM,5511703,0.0867
Brazil Mobile TIM,5511704,0.0867
Brazil Mobile TIM,5511795,0.0867
Brazil Mobile TIM,5512820,0.0867
Brazil Mobile TIM,5512821,0.0867
Brazil Mobile TIM,5512822,0.0867
Brazil Mobile TIM,5516820,0.0867
Brazil Mobile TIM,5516821,0.0867
Brazil Mobile TIM,5516822,0.0867
Brazil Mobile TIM,5519830,0.0867
Brazil Mobile TIM,5519831,0.0867
Brazil Mobile TIM,5519832,0.0867
Brazil Mobile TIM,5519833,0.0867
Brazil Mobile TIM,5519834,0.0867
Brazil Mobile TIM,5542980,0.0867
Brazil Mobile TIM,5543990,0.0867
Brazil Mobile TIM,5543991,0.0867
Brazil Mobile TIM,5543992,0.0867
Brazil Mobile TIM,5543993,0.0867
Brazil Mobile TIM,5543995,0.0867
Brazil Mobile TIM,5543996,0.0867
Brazil Mobile TIM,5543997,0.0867
Brazil Mobile TIM,5543998,0.0867
Brazil Mobile TIM,5545980,0.0867
Brazil Mobile TIM,5553991,0.0867
Brazil Mobile TIM,5553998,0.0867
Brazil Mobile TIM,55116080,0.0867
Brazil Mobile TIM,55116081,0.0867
Brazil Mobile TIM,55116082,0.0867
Brazil Mobile TIM,55116083,0.0867
Brazil Mobile TIM,55116084,0.0867
Brazil Mobile TIM,55116085,0.0867
Brazil Mobile TIM,55116827,0.0867
Brazil Mobile TIM,55116828,0.0867
Brazil Mobile TIM,55116829,0.0867
Brazil Mobile TIM,55117050,0.0867
Brazil Mobile TIM,55117051,0.0867
Brazil Mobile TIM,55117960,0.0867
Brazil Mobile TIM,55117961,0.0867
Brazil Mobile TIM,55117962,0.0867
Brazil Mobile TIM,55117963,0.0867
